"","descriptive_colnames","colheaders_raw","colheaders_processed","FieldID","instance","array","Path","Category","Field","Participants","Items","Stability","ValueType","Units","ItemType","Strata","Sexed","Instances","Array","Coding","Notes","Link"
"71","phosphoglycerides_f23434_1_0","23434-1.0","f23434_1_0","23434","1","0","Biological samples > Blood assays > NMR metabolomics","220","Phosphoglycerides","121633","123059","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Phosphoglycerides from Nightingale Health data. Biomarker group: Other lipids","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23434"
"72","total_cholines_f23436_0_0","23436-0.0","f23436_0_0","23436","0","0","Biological samples > Blood assays > NMR metabolomics","220","Total Cholines","121633","123059","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Total Cholines from Nightingale Health data. Biomarker group: Other lipids","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23436"
"73","total_cholines_f23436_1_0","23436-1.0","f23436_1_0","23436","1","0","Biological samples > Blood assays > NMR metabolomics","220","Total Cholines","121633","123059","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Total Cholines from Nightingale Health data. Biomarker group: Other lipids","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23436"
"74","phosphatidylcholines_f23437_0_0","23437-0.0","f23437_0_0","23437","0","0","Biological samples > Blood assays > NMR metabolomics","220","Phosphatidylcholines","121633","123059","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Phosphatidylcholines from Nightingale Health data. Biomarker group: Other lipids","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23437"
"75","phosphatidylcholines_f23437_1_0","23437-1.0","f23437_1_0","23437","1","0","Biological samples > Blood assays > NMR metabolomics","220","Phosphatidylcholines","121633","123059","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Phosphatidylcholines from Nightingale Health data. Biomarker group: Other lipids","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23437"
"76","sphingomyelins_f23438_0_0","23438-0.0","f23438_0_0","23438","0","0","Biological samples > Blood assays > NMR metabolomics","220","Sphingomyelins","121633","123059","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Sphingomyelins from Nightingale Health data. Biomarker group: Other lipids","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23438"
"77","sphingomyelins_f23438_1_0","23438-1.0","f23438_1_0","23438","1","0","Biological samples > Blood assays > NMR metabolomics","220","Sphingomyelins","121633","123059","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Sphingomyelins from Nightingale Health data. Biomarker group: Other lipids","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23438"
"78","apolipoprotein_b_f23439_0_0","23439-0.0","f23439_0_0","23439","0","0","Biological samples > Blood assays > NMR metabolomics","220","Apolipoprotein B","121716","123142","Accruing","Continuous","g/l","Data","Primary","Unisex","2","1",NA,"Apolipoprotein B from Nightingale Health data. Biomarker group: Apolipoproteins","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23439"
"79","apolipoprotein_b_f23439_1_0","23439-1.0","f23439_1_0","23439","1","0","Biological samples > Blood assays > NMR metabolomics","220","Apolipoprotein B","121716","123142","Accruing","Continuous","g/l","Data","Primary","Unisex","2","1",NA,"Apolipoprotein B from Nightingale Health data. Biomarker group: Apolipoproteins","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23439"
"80","apolipoprotein_a1_f23440_0_0","23440-0.0","f23440_0_0","23440","0","0","Biological samples > Blood assays > NMR metabolomics","220","Apolipoprotein A1","121716","123142","Accruing","Continuous","g/l","Data","Primary","Unisex","2","1",NA,"Apolipoprotein A1 from Nightingale Health data. Biomarker group: Apolipoproteins","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23440"
"81","apolipoprotein_a1_f23440_1_0","23440-1.0","f23440_1_0","23440","1","0","Biological samples > Blood assays > NMR metabolomics","220","Apolipoprotein A1","121716","123142","Accruing","Continuous","g/l","Data","Primary","Unisex","2","1",NA,"Apolipoprotein A1 from Nightingale Health data. Biomarker group: Apolipoproteins","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23440"
"82","total_fatty_acids_f23442_0_0","23442-0.0","f23442_0_0","23442","0","0","Biological samples > Blood assays > NMR metabolomics","220","Total Fatty Acids","121633","123059","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Total Fatty Acids from Nightingale Health data. Biomarker group: Fatty acids","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23442"
"83","total_fatty_acids_f23442_1_0","23442-1.0","f23442_1_0","23442","1","0","Biological samples > Blood assays > NMR metabolomics","220","Total Fatty Acids","121633","123059","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Total Fatty Acids from Nightingale Health data. Biomarker group: Fatty acids","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23442"
"84","degree_of_unsaturation_f23443_0_0","23443-0.0","f23443_0_0","23443","0","0","Biological samples > Blood assays > NMR metabolomics","220","Degree of Unsaturation","121633","123059","Accruing","Continuous","degree","Data","Primary","Unisex","2","1",NA,"Degree of Unsaturation from Nightingale Health data. Biomarker group: Fatty acids","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23443"
"85","degree_of_unsaturation_f23443_1_0","23443-1.0","f23443_1_0","23443","1","0","Biological samples > Blood assays > NMR metabolomics","220","Degree of Unsaturation","121633","123059","Accruing","Continuous","degree","Data","Primary","Unisex","2","1",NA,"Degree of Unsaturation from Nightingale Health data. Biomarker group: Fatty acids","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23443"
"86","omega_3_fatty_acids_f23444_0_0","23444-0.0","f23444_0_0","23444","0","0","Biological samples > Blood assays > NMR metabolomics","220","Omega-3 Fatty Acids","121633","123059","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Omega-3 Fatty Acids from Nightingale Health data. Biomarker group: Fatty acids","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23444"
"87","omega_3_fatty_acids_f23444_1_0","23444-1.0","f23444_1_0","23444","1","0","Biological samples > Blood assays > NMR metabolomics","220","Omega-3 Fatty Acids","121633","123059","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Omega-3 Fatty Acids from Nightingale Health data. Biomarker group: Fatty acids","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23444"
"88","omega_6_fatty_acids_f23445_0_0","23445-0.0","f23445_0_0","23445","0","0","Biological samples > Blood assays > NMR metabolomics","220","Omega-6 Fatty Acids","121633","123059","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Omega-6 Fatty Acids from Nightingale Health data. Biomarker group: Fatty acids","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23445"
"89","omega_6_fatty_acids_f23445_1_0","23445-1.0","f23445_1_0","23445","1","0","Biological samples > Blood assays > NMR metabolomics","220","Omega-6 Fatty Acids","121633","123059","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Omega-6 Fatty Acids from Nightingale Health data. Biomarker group: Fatty acids","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23445"
"90","polyunsaturated_fatty_acids_f23446_0_0","23446-0.0","f23446_0_0","23446","0","0","Biological samples > Blood assays > NMR metabolomics","220","Polyunsaturated Fatty Acids","121633","123059","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Polyunsaturated Fatty Acids from Nightingale Health data. Biomarker group: Fatty acids","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23446"
"91","polyunsaturated_fatty_acids_f23446_1_0","23446-1.0","f23446_1_0","23446","1","0","Biological samples > Blood assays > NMR metabolomics","220","Polyunsaturated Fatty Acids","121633","123059","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Polyunsaturated Fatty Acids from Nightingale Health data. Biomarker group: Fatty acids","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23446"
"92","monounsaturated_fatty_acids_f23447_0_0","23447-0.0","f23447_0_0","23447","0","0","Biological samples > Blood assays > NMR metabolomics","220","Monounsaturated Fatty Acids","121633","123059","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Monounsaturated Fatty Acids from Nightingale Health data. Biomarker group: Fatty acids","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23447"
"93","monounsaturated_fatty_acids_f23447_1_0","23447-1.0","f23447_1_0","23447","1","0","Biological samples > Blood assays > NMR metabolomics","220","Monounsaturated Fatty Acids","121633","123059","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Monounsaturated Fatty Acids from Nightingale Health data. Biomarker group: Fatty acids","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23447"
"94","saturated_fatty_acids_f23448_0_0","23448-0.0","f23448_0_0","23448","0","0","Biological samples > Blood assays > NMR metabolomics","220","Saturated Fatty Acids","121633","123059","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Saturated Fatty Acids from Nightingale Health data. Biomarker group: Fatty acids","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23448"
"95","saturated_fatty_acids_f23448_1_0","23448-1.0","f23448_1_0","23448","1","0","Biological samples > Blood assays > NMR metabolomics","220","Saturated Fatty Acids","121633","123059","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Saturated Fatty Acids from Nightingale Health data. Biomarker group: Fatty acids","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23448"
"96","linoleic_acid_f23449_0_0","23449-0.0","f23449_0_0","23449","0","0","Biological samples > Blood assays > NMR metabolomics","220","Linoleic Acid","121633","123059","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Linoleic Acid from Nightingale Health data. Biomarker group: Fatty acids","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23449"
"97","linoleic_acid_f23449_1_0","23449-1.0","f23449_1_0","23449","1","0","Biological samples > Blood assays > NMR metabolomics","220","Linoleic Acid","121633","123059","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Linoleic Acid from Nightingale Health data. Biomarker group: Fatty acids","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23449"
"98","docosahexaenoic_acid_f23450_0_0","23450-0.0","f23450_0_0","23450","0","0","Biological samples > Blood assays > NMR metabolomics","220","Docosahexaenoic Acid","121633","123059","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Docosahexaenoic Acid from Nightingale Health data. Biomarker group: Fatty acids","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23450"
"99","docosahexaenoic_acid_f23450_1_0","23450-1.0","f23450_1_0","23450","1","0","Biological samples > Blood assays > NMR metabolomics","220","Docosahexaenoic Acid","121633","123059","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Docosahexaenoic Acid from Nightingale Health data. Biomarker group: Fatty acids","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23450"
"100","alanine_f23460_0_0","23460-0.0","f23460_0_0","23460","0","0","Biological samples > Blood assays > NMR metabolomics","220","Alanine","121712","123138","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Alanine from Nightingale Health data. Biomarker group: Amino acids","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23460"
"101","alanine_f23460_1_0","23460-1.0","f23460_1_0","23460","1","0","Biological samples > Blood assays > NMR metabolomics","220","Alanine","121712","123138","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Alanine from Nightingale Health data. Biomarker group: Amino acids","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23460"
"102","glutamine_f23461_0_0","23461-0.0","f23461_0_0","23461","0","0","Biological samples > Blood assays > NMR metabolomics","220","Glutamine","121367","122790","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Glutamine from Nightingale Health data. Biomarker group: Amino acids","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23461"
"103","glutamine_f23461_1_0","23461-1.0","f23461_1_0","23461","1","0","Biological samples > Blood assays > NMR metabolomics","220","Glutamine","121367","122790","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Glutamine from Nightingale Health data. Biomarker group: Amino acids","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23461"
"104","glycine_f23462_0_0","23462-0.0","f23462_0_0","23462","0","0","Biological samples > Blood assays > NMR metabolomics","220","Glycine","121606","123031","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Glycine from Nightingale Health data. Biomarker group: Amino acids","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23462"
"105","glycine_f23462_1_0","23462-1.0","f23462_1_0","23462","1","0","Biological samples > Blood assays > NMR metabolomics","220","Glycine","121606","123031","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Glycine from Nightingale Health data. Biomarker group: Amino acids","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23462"
"106","histidine_f23463_0_0","23463-0.0","f23463_0_0","23463","0","0","Biological samples > Blood assays > NMR metabolomics","220","Histidine","121521","122942","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Histidine from Nightingale Health data. Biomarker group: Amino acids","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23463"
"107","histidine_f23463_1_0","23463-1.0","f23463_1_0","23463","1","0","Biological samples > Blood assays > NMR metabolomics","220","Histidine","121521","122942","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Histidine from Nightingale Health data. Biomarker group: Amino acids","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23463"
"108","total_concentration_of_branched_chain_amino_acids_leucine_plus_isoleucine_plus_valine_f23464_0_0","23464-0.0","f23464_0_0","23464","0","0","Biological samples > Blood assays > NMR metabolomics","220","Total Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)","121684","123110","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Total Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine) from Nightingale Health data. Biomarker group: Amino acids, Biomarker subgroup: Branched-chain amino acids","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23464"
"109","total_concentration_of_branched_chain_amino_acids_leucine_plus_isoleucine_plus_valine_f23464_1_0","23464-1.0","f23464_1_0","23464","1","0","Biological samples > Blood assays > NMR metabolomics","220","Total Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)","121684","123110","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Total Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine) from Nightingale Health data. Biomarker group: Amino acids, Biomarker subgroup: Branched-chain amino acids","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23464"
"110","isoleucine_f23465_0_0","23465-0.0","f23465_0_0","23465","0","0","Biological samples > Blood assays > NMR metabolomics","220","Isoleucine","121713","123139","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Isoleucine from Nightingale Health data. Biomarker group: Amino acids, Biomarker subgroup: Branched-chain amino acids","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23465"
"111","isoleucine_f23465_1_0","23465-1.0","f23465_1_0","23465","1","0","Biological samples > Blood assays > NMR metabolomics","220","Isoleucine","121713","123139","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Isoleucine from Nightingale Health data. Biomarker group: Amino acids, Biomarker subgroup: Branched-chain amino acids","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23465"
"112","leucine_f23466_0_0","23466-0.0","f23466_0_0","23466","0","0","Biological samples > Blood assays > NMR metabolomics","220","Leucine","121712","123138","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Leucine from Nightingale Health data. Biomarker group: Amino acids, Biomarker subgroup: Branched-chain amino acids","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23466"
"113","leucine_f23466_1_0","23466-1.0","f23466_1_0","23466","1","0","Biological samples > Blood assays > NMR metabolomics","220","Leucine","121712","123138","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Leucine from Nightingale Health data. Biomarker group: Amino acids, Biomarker subgroup: Branched-chain amino acids","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23466"
"114","valine_f23467_0_0","23467-0.0","f23467_0_0","23467","0","0","Biological samples > Blood assays > NMR metabolomics","220","Valine","121685","123111","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Valine from Nightingale Health data. Biomarker group: Amino acids, Biomarker subgroup: Branched-chain amino acids","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23467"
"115","valine_f23467_1_0","23467-1.0","f23467_1_0","23467","1","0","Biological samples > Blood assays > NMR metabolomics","220","Valine","121685","123111","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Valine from Nightingale Health data. Biomarker group: Amino acids, Biomarker subgroup: Branched-chain amino acids","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23467"
"116","phenylalanine_f23468_0_0","23468-0.0","f23468_0_0","23468","0","0","Biological samples > Blood assays > NMR metabolomics","220","Phenylalanine","121660","123085","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Phenylalanine from Nightingale Health data. Biomarker group: Amino acids, Biomarker subgroup: Aromatic amino acids","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23468"
"117","phenylalanine_f23468_1_0","23468-1.0","f23468_1_0","23468","1","0","Biological samples > Blood assays > NMR metabolomics","220","Phenylalanine","121660","123085","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Phenylalanine from Nightingale Health data. Biomarker group: Amino acids, Biomarker subgroup: Aromatic amino acids","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23468"
"118","tyrosine_f23469_0_0","23469-0.0","f23469_0_0","23469","0","0","Biological samples > Blood assays > NMR metabolomics","220","Tyrosine","121539","122961","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Tyrosine from Nightingale Health data. Biomarker group: Amino acids, Biomarker subgroup: Aromatic amino acids","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23469"
"119","tyrosine_f23469_1_0","23469-1.0","f23469_1_0","23469","1","0","Biological samples > Blood assays > NMR metabolomics","220","Tyrosine","121539","122961","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Tyrosine from Nightingale Health data. Biomarker group: Amino acids, Biomarker subgroup: Aromatic amino acids","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23469"
"120","glucose_f23470_0_0","23470-0.0","f23470_0_0","23470","0","0","Biological samples > Blood assays > NMR metabolomics","220","Glucose","121496","122918","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Glucose from Nightingale Health data. Biomarker group: Glycolysis related metabolites","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23470"
"121","glucose_f23470_1_0","23470-1.0","f23470_1_0","23470","1","0","Biological samples > Blood assays > NMR metabolomics","220","Glucose","121496","122918","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Glucose from Nightingale Health data. Biomarker group: Glycolysis related metabolites","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23470"
"122","lactate_f23471_0_0","23471-0.0","f23471_0_0","23471","0","0","Biological samples > Blood assays > NMR metabolomics","220","Lactate","121425","122846","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Lactate from Nightingale Health data. Biomarker group: Glycolysis related metabolites","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23471"
"123","lactate_f23471_1_0","23471-1.0","f23471_1_0","23471","1","0","Biological samples > Blood assays > NMR metabolomics","220","Lactate","121425","122846","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Lactate from Nightingale Health data. Biomarker group: Glycolysis related metabolites","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23471"
"124","pyruvate_f23472_0_0","23472-0.0","f23472_0_0","23472","0","0","Biological samples > Blood assays > NMR metabolomics","220","Pyruvate","121366","122789","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Pyruvate from Nightingale Health data. Biomarker group: Glycolysis related metabolites","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23472"
"125","pyruvate_f23472_1_0","23472-1.0","f23472_1_0","23472","1","0","Biological samples > Blood assays > NMR metabolomics","220","Pyruvate","121366","122789","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Pyruvate from Nightingale Health data. Biomarker group: Glycolysis related metabolites","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23472"
"126","citrate_f23473_0_0","23473-0.0","f23473_0_0","23473","0","0","Biological samples > Blood assays > NMR metabolomics","220","Citrate","121699","123125","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Citrate from Nightingale Health data. Biomarker group: Glycolysis related metabolites","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23473"
"127","citrate_f23473_1_0","23473-1.0","f23473_1_0","23473","1","0","Biological samples > Blood assays > NMR metabolomics","220","Citrate","121699","123125","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Citrate from Nightingale Health data. Biomarker group: Glycolysis related metabolites","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23473"
"128","x3_hydroxybutyrate_f23474_0_0","23474-0.0","f23474_0_0","23474","0","0","Biological samples > Blood assays > NMR metabolomics","220","3-Hydroxybutyrate","120185","121585","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"3-Hydroxybutyrate from Nightingale Health data. Biomarker group: Ketone bodies","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23474"
"129","x3_hydroxybutyrate_f23474_1_0","23474-1.0","f23474_1_0","23474","1","0","Biological samples > Blood assays > NMR metabolomics","220","3-Hydroxybutyrate","120185","121585","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"3-Hydroxybutyrate from Nightingale Health data. Biomarker group: Ketone bodies","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23474"
"130","acetate_f23475_0_0","23475-0.0","f23475_0_0","23475","0","0","Biological samples > Blood assays > NMR metabolomics","220","Acetate","121679","123104","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Acetate from Nightingale Health data. Biomarker group: Ketone bodies","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23475"
"131","acetate_f23475_1_0","23475-1.0","f23475_1_0","23475","1","0","Biological samples > Blood assays > NMR metabolomics","220","Acetate","121679","123104","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Acetate from Nightingale Health data. Biomarker group: Ketone bodies","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23475"
"132","acetoacetate_f23476_0_0","23476-0.0","f23476_0_0","23476","0","0","Biological samples > Blood assays > NMR metabolomics","220","Acetoacetate","121713","123139","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Acetoacetate from Nightingale Health data. Biomarker group: Ketone bodies","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23476"
"133","acetoacetate_f23476_1_0","23476-1.0","f23476_1_0","23476","1","0","Biological samples > Blood assays > NMR metabolomics","220","Acetoacetate","121713","123139","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Acetoacetate from Nightingale Health data. Biomarker group: Ketone bodies","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23476"
"134","acetone_f23477_0_0","23477-0.0","f23477_0_0","23477","0","0","Biological samples > Blood assays > NMR metabolomics","220","Acetone","121713","123139","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Acetone from Nightingale Health data. Biomarker group: Ketone bodies","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23477"
"135","acetone_f23477_1_0","23477-1.0","f23477_1_0","23477","1","0","Biological samples > Blood assays > NMR metabolomics","220","Acetone","121713","123139","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Acetone from Nightingale Health data. Biomarker group: Ketone bodies","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23477"
"136","creatinine_f23478_0_0","23478-0.0","f23478_0_0","23478","0","0","Biological samples > Blood assays > NMR metabolomics","220","Creatinine","116383","117684","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Creatinine from Nightingale Health data. Biomarker group: Fluid balance","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23478"
"137","creatinine_f23478_1_0","23478-1.0","f23478_1_0","23478","1","0","Biological samples > Blood assays > NMR metabolomics","220","Creatinine","116383","117684","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Creatinine from Nightingale Health data. Biomarker group: Fluid balance","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23478"
"138","albumin_f23479_0_0","23479-0.0","f23479_0_0","23479","0","0","Biological samples > Blood assays > NMR metabolomics","220","Albumin","121699","123125","Accruing","Continuous","g/l","Data","Primary","Unisex","2","1",NA,"Albumin from Nightingale Health data. Biomarker group: Fluid balance","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23479"
"139","albumin_f23479_1_0","23479-1.0","f23479_1_0","23479","1","0","Biological samples > Blood assays > NMR metabolomics","220","Albumin","121699","123125","Accruing","Continuous","g/l","Data","Primary","Unisex","2","1",NA,"Albumin from Nightingale Health data. Biomarker group: Fluid balance","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23479"
"140","glycoprotein_acetyls_f23480_0_0","23480-0.0","f23480_0_0","23480","0","0","Biological samples > Blood assays > NMR metabolomics","220","Glycoprotein Acetyls","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Glycoprotein Acetyls from Nightingale Health data. Biomarker group: Inflammation","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23480"
"141","glycoprotein_acetyls_f23480_1_0","23480-1.0","f23480_1_0","23480","1","0","Biological samples > Blood assays > NMR metabolomics","220","Glycoprotein Acetyls","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Glycoprotein Acetyls from Nightingale Health data. Biomarker group: Inflammation","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23480"
"142","concentration_of_chylomicrons_and_extremely_large_vldl_particles_f23481_0_0","23481-0.0","f23481_0_0","23481","0","0","Biological samples > Blood assays > NMR metabolomics","220","Concentration of Chylomicrons and Extremely Large VLDL Particles","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Concentration of Chylomicrons and Extremely Large VLDL Particles from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Chylomicrons and extremely large VLDL (particle diameters from 75 nm upwards)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23481"
"143","concentration_of_chylomicrons_and_extremely_large_vldl_particles_f23481_1_0","23481-1.0","f23481_1_0","23481","1","0","Biological samples > Blood assays > NMR metabolomics","220","Concentration of Chylomicrons and Extremely Large VLDL Particles","121716","123142","Accruing","Continuous","mmol/l","Data","Primary","Unisex","2","1",NA,"Concentration of Chylomicrons and Extremely Large VLDL Particles from Nightingale Health data. Biomarker group: Lipoprotein subclasses, Biomarker subgroup: Chylomicrons and extremely large VLDL (particle diameters from 75 nm upwards)","http://biobank.ndph.ox.ac.uk/ukb/field.cgi?id=23481"
